xyz,time,countryname,countrycode,Education,Unemployment,PovertyRatio,NetMigration,population,GDPpc,GINI,yearcountryWB
6241,2007,San Marino,SMR,-1,-1,-1,-1,29977,85480.63879,-1,2007SMR
6242,2007,Sao Tome and Principe,STP,-1,-1,-1,-5599,163101,2256.185213,-1,2007STP
6243,2007,Saudi Arabia,SAU,-1,5.730000019,-1,995000,25252569,42520.35502,-1,2007SAU
6244,2007,Senegal,SEN,-1,-1,-1,-166051,11873557,2538.117958,-1,2007SEN
6245,2007,Serbia,SRB,-1,18.05999947,-1,-116385,7381579,10476.13228,28.7,2007SRB
6246,2007,Seychelles,SYC,-1,-1,-1,-2511,85033,19755.66719,-1,2007SYC
6247,2007,Sierra Leone,SLE,-1,-1,-1,60000,6015417,1059.511243,-1,2007SLE
6248,2007,Singapore,SGP,59.64625931,3.900000095,-1,449245,4588599,64475.36198,-1,2007SGP
6249,2007,Sint Maarten (Dutch part),SXM,-1,-1,-1,-1,33811,-1,-1,2007SXM
6250,2007,Slovak Republic,SVK,-1,11.14340019,10.9,-8855,5374622,21161.48623,24.7,2007SVK
6251,2007,Slovenia,SVN,73.21063232,4.818099976,12.3,39348,2018122,27600.86909,24.4,2007SVN
6252,2007,Solomon Islands,SLB,-1,-1,-1,-11896,492940,1732.270762,-1,2007SLB
6253,2007,Somalia,SOM,-1,-1,-1,-186250,11038596,-1,-1,2007SOM
6254,2007,South Africa,ZAF,51.94974899,26.66620064,-1,627500,49887181,11062.37869,-1,2007ZAF
6255,2007,South Sudan,SSD,-1,-1,-1,785000,8856800,-1,-1,2007SSD
6256,2007,Spain,ESP,42.32305908,-1,-1,2259000,45226803,32591.40996,34.1,2007ESP
6257,2007,Sri Lanka,LKA,-1,5.96999979,-1,-520065,19810789,6914.786273,-1,2007LKA
6258,2007,St. Kitts and Nevis,KNA,-1,-1,-1,-1,49783,22484.26944,-1,2007KNA
6259,2007,St. Lucia,LCA,-1,14,-1,2850,167288,10979.77822,-1,2007LCA
6260,2007,St. Martin (French part),MAF,-1,-1,-1,-1,28905,-1,-1,2007MAF
6261,2007,St. Vincent and the Grenadines,VCT,-1,-1,-1,-5122,109047,9743.479224,-1,2007VCT
6262,2007,Sudan,SDN,-1,-1,-1,-1078146,32282526,2975.82959,-1,2007SDN
6263,2007,Suriname,SUR,-1,-1,-1,-6485,509705,12248.72446,-1,2007SUR
6264,2007,Sweden,SWE,80.39607239,6.160900116,-1,262453,9148092,40572.75706,27.1,2007SWE
6265,2007,Switzerland,CHE,-1,-1,-1,344872,7551117,49737.76099,34.3,2007CHE
6266,2007,Syrian Arab Republic,SYR,21.8524704,8.420000076,35.2,370000,19632806,-1,-1,2007SYR
6267,2007,Tajikistan,TJK,-1,2.5,-1,-73245,7152385,1775.446789,32.2,2007TJK
6268,2007,Tanzania,TZA,-1,-1,34.4,-265317,41923715,1830.158435,40.3,2007TZA
6269,2007,Thailand,THA,-1,1.179999948,20,59008,66195615,11878.03915,39.8,2007THA
6270,2007,Timor-Leste,TLS,-1,-1,50.4,-93744,1064973,8516.330158,27.8,2007TLS
6271,2007,Togo,TGO,-1,-1,-1,-9999,5997385,1075.21832,-1,2007TGO
6272,2007,Tonga,TON,-1,-1,-1,-8196,102357,4373.413847,-1,2007TON
6273,2007,Trinidad and Tobago,TTO,-1,5.539999962,-1,-11303,1309260,29252.1188,-1,2007TTO
6274,2007,Tunisia,TUN,-1,12.36480045,-1,-32941,10298087,9137.583448,-1,2007TUN
6275,2007,Turkey,TUR,23.68567085,8.868300438,16.3,-50000,69597281,14843.47391,38.4,2007TUR
6276,2007,Turkmenistan,TKM,-1,-1,-1,-62717,4870137,7363.082409,-1,2007TKM
6277,2007,Turks and Caicos Islands,TCA,-1,5.429999828,-1,-1,28640,-1,-1,2007TCA
6278,2007,Tuvalu,TUV,-1,-1,-1,-1,10243,2881.916117,-1,2007TUV
6279,2007,Uganda,UGA,-1,-1,-1,-135000,30590487,1291.034392,-1,2007UGA
6280,2007,Ukraine,UKR,-1,6.349999905,12.7,269541,46509350,8005.69176,27,2007UKR
6281,2007,United Arab Emirates,ARE,-1,-1,-1,3331000,6044067,74271.68145,-1,2007ARE
6282,2007,United Kingdom,GBR,-1,-1,-1,2030075,61322463,35289.39801,35.7,2007GBR
6283,2007,United States,USA,-1,4.622099876,-1,5033689,301231207,48061.53766,41.1,2007USA
6284,2007,Uruguay,URY,-1,9.403400421,29.6,-50000,3339741,13501.60281,46.4,2007URY
6285,2007,Uzbekistan,UZB,-1,-1,-1,-140130,26868000,3321.566762,-1,2007UZB
6286,2007,Vanuatu,VUT,-1,-1,-1,1135,219953,2669.779208,-1,2007VUT
6287,2007,"Venezuela, RB",VEN,39.78274155,7.279099941,27.5,-28395,27691965,16276.92563,-1,2007VEN
6288,2007,Vietnam,VNM,-1,-1,-1,-877681,85889590,3609.690184,-1,2007VNM
6289,2007,Virgin Islands (U.S.),VIR,-1,-1,-1,-6267,108339,-1,-1,2007VIR
6290,2007,West Bank and Gaza,PSE,32.05208969,21.71839905,-1,-90001,3494496,3780.691175,35.6,2007PSE
6291,2007,"Yemen, Rep.",YEM,-1,15.32999992,-1,-65768,21751605,3949.783998,-1,2007YEM
6292,2007,Zambia,ZMB,-1,-1,-1,-124044,12725974,2589.897156,-1,2007ZMB
6293,2007,Zimbabwe,ZWE,-1,-1,-1,-300000,13329909,1567.752858,-1,2007ZWE
6294,2008,Afghanistan,AFG,-1,2.494499922,-1,-1,27294031,1236.874766,-1,2008AFG
6295,2008,Albania,ALB,39.88911057,13.05990028,12.4,-1,2947314,8228.318168,30,2008ALB
6296,2008,Algeria,DZA,25.41651917,11.32999992,-1,-1,34860715,12162.26435,-1,2008DZA
6297,2008,American Samoa,ASM,-1,-1,-1,-1,57030,-1,-1,2008ASM
6298,2008,Andorra,AND,-1,-1,-1,-1,83861,-1,-1,2008AND
6299,2008,Angola,AGO,-1,-1,36.6,-1,21759420,6201.401882,42.7,2008AGO
6300,2008,Antigua and Barbuda,ATG,-1,-1,-1,-1,92478,23162.68585,-1,2008ATG
6301,2008,Argentina,ARG,-1,7.83739996,-1,-1,40382389,17711.44179,44.5,2008ARG
6302,2008,Armenia,ARM,-1,16.36750031,27.6,-1,2908220,7260.968756,29.2,2008ARM
6303,2008,Aruba,ABW,-1,-1,-1,-1,101353,38506.08725,-1,2008ABW
6304,2008,Australia,AUS,70.08895874,4.234200001,-1,-1,21249200,37409.16307,35.4,2008AUS
6305,2008,Austria,AUT,72.46945953,-1,-1,-1,8321496,41316.22518,30.4,2008AUT
6306,2008,Azerbaijan,AZE,82.96022034,-1,13.2,-1,8763400,13799.78614,-1,2008AZE
6307,2008,"Bahamas, The",BHS,-1,8.180000305,-1,-1,348676,29857.27156,-1,2008BHS
6308,2008,Bahrain,BHR,-1,3.700000048,-1,-1,1114590,40557.02431,-1,2008BHR
6309,2008,Bangladesh,BGD,-1,-1,-1,-1,148805814,2163.554427,-1,2008BGD
6310,2008,Barbados,BRB,-1,8.119999886,-1,-1,277319,16520.94123,-1,2008BRB
6311,2008,Belarus,BLR,-1,0.800000012,6.1,-1,9527985,14405.07815,27.8,2008BLR
6312,2008,Belgium,BEL,60.42416,6.975599766,-1,-1,10709973,38133.50146,28.4,2008BEL
6313,2008,Belize,BLZ,-1,8.180000305,-1,-1,306165,7630.706929,-1,2008BLZ
6314,2008,Benin,BEN,-1,-1,-1,-1,8696916,1768.744657,-1,2008BEN
6315,2008,Bermuda,BMU,-1,-1,-1,-1,65273,58288.61209,-1,2008BMU
6316,2008,Bhutan,BTN,-1,-1,-1,-1,700950,5372.132429,-1,2008BTN
6317,2008,Bolivia,BOL,36.08510971,2.603399992,57.3,-1,9599855,4986.880533,50.8,2008BOL
6318,2008,Bosnia and Herzegovina,BIH,-1,23.40530014,-1,-1,3763599,9006.428506,-1,2008BIH
6319,2008,Botswana,BWA,-1,-1,-1,-1,1946351,12947.48722,-1,2008BWA
6320,2008,Brazil,BRA,35.45447159,7.342599869,-1,-1,192979029,13259.7294,54,2008BRA
6321,2008,British Virgin Islands,VGB,-1,-1,-1,-1,25604,-1,-1,2008VGB
6322,2008,Brunei Darussalam,BRN,-1,-1,-1,-1,379252,78682.98083,-1,2008BRN
6323,2008,Bulgaria,BGR,67.61235046,-1,21.8,-1,7492561,14328.89209,33.6,2008BGR
6324,2008,Burkina Faso,BFA,-1,-1,-1,-1,14689726,1338.860297,-1,2008BFA
6325,2008,Burundi,BDI,-1,1.633574486,-1,-1,8212264,682.3156169,-1,2008BDI
6326,2008,Cabo Verde,CPV,-1,-1,-1,-1,491723,5710.16342,-1,2008CPV
6327,2008,Cambodia,KHM,3.008480072,-1,34,-1,13880509,2355.790305,-1,2008KHM
6328,2008,Cameroon,CMR,-1,-1,-1,-1,18907008,2812.645055,-1,2008CMR
6329,2008,Canada,CAN,-1,6.13710022,-1,-1,33245773,40277.61931,-1,2008CAN
6330,2008,Cayman Islands,CYM,77.28766632,3.970000029,-1,-1,52926,56224.96618,-1,2008CYM
6331,2008,Central African Republic,CAF,-1,-1,62,-1,4345386,826.8134171,56.2,2008CAF
6332,2008,Chad,TCD,-1,-1,-1,-1,11133861,1668.577985,-1,2008TCD
6333,2008,Channel Islands,CHI,-1,-1,-1,-1,157581,-1,-1,2008CHI
6334,2008,Chile,CHL,51.86135864,9.284999847,-1,-1,16661942,16551.30715,-1,2008CHL
6335,2008,China,CHN,-1,4.199999809,-1,-1,1324655000,7635.072611,42.9,2008CHN
6336,2008,Colombia,COL,38.06184006,11.27299976,42,-1,44901544,10038.42498,55.5,2008COL
6337,2008,Comoros,COM,-1,-1,-1,-1,657229,2283.24012,-1,2008COM
6338,2008,"Congo, Dem. Rep.",COD,-1,-1,-1,-1,60373608,615.2779121,-1,2008COD
6339,2008,"Congo, Rep.",COG,-1,-1,-1,-1,4115435,4543.924889,-1,2008COG
6340,2008,Costa Rica,CRI,35.73051071,4.781000137,-1,-1,4429508,12329.93006,48.7,2008CRI
6341,2008,Cote d'Ivoire,CIV,-1,-1,48.9,-1,19497986,2567.190743,43.2,2008CIV
6342,2008,Croatia,HRV,-1,8.53030014,-1,-1,4434508,20250.7087,-1,2008HRV
6343,2008,Cuba,CUB,-1,1.582999945,-1,-1,11309754,-1,-1,2008CUB
6344,2008,Curacao,CUW,-1,-1,-1,-1,145880,-1,-1,2008CUW
6345,2008,Cyprus,CYP,64.49925995,3.654700041,-1,-1,1081563,34823.65424,31.7,2008CYP
6346,2008,Czech Republic,CZE,86.13707733,-1,8.6,-1,10384603,27844.79533,26.3,2008CZE
6347,2008,Denmark,DNK,78.78988647,-1,-1,-1,5493621,41278.32884,25.2,2008DNK
6348,2008,Djibouti,DJI,-1,-1,-1,-1,822934,-1,-1,2008DJI
6349,2008,Dominica,DMA,-1,-1,-1,-1,71074,9896.722909,-1,2008DMA
6350,2008,Dominican Republic,DOM,-1,4.76429987,44.2,-1,9636520,10044.09956,48.1,2008DOM
6351,2008,Ecuador,ECU,33.22570038,3.91689992,35.1,-1,14447562,8920.500827,49.7,2008ECU
6352,2008,"Egypt, Arab Rep.",EGY,-1,8.516799927,21.6,-1,80953881,8940.441663,31.1,2008EGY
6353,2008,El Salvador,SLV,24.80105019,5.880000114,40,-1,6110301,6107.96454,46.9,2008SLV
6354,2008,Equatorial Guinea,GNQ,-1,-1,-1,-1,868418,38441.34833,-1,2008GNQ
6355,2008,Eritrea,ERI,-1,-1,-1,-1,4232636,1329.644373,-1,2008ERI
6356,2008,Estonia,EST,85.32109833,5.454899788,-1,-1,1337090,22664.03933,31.9,2008EST
6357,2008,Eswatini,SWZ,-1,-1,-1,-1,1158897,6901.297505,-1,2008SWZ
6358,2008,Ethiopia,ETH,-1,-1,-1,-1,83184892,888.1424518,-1,2008ETH
6359,2008,Faroe Islands,FRO,-1,-1,-1,-1,48485,-1,-1,2008FRO
6360,2008,Fiji,FJI,-1,8.93999958,35.2,-1,843340,7093.550249,40.4,2008FJI
6361,2008,Finland,FIN,68.78508759,6.368599892,-1,-1,5313399,39969.3876,27.8,2008FIN
6362,2008,France,FRA,60.34955978,7.063399792,-1,-1,64374989,35095.26023,33,2008FRA
6363,2008,French Polynesia,PYF,-1,-1,-1,-1,263179,-1,-1,2008PYF
6364,2008,Gabon,GAB,-1,-1,-1,-1,1536411,14686.45582,-1,2008GAB
6365,2008,"Gambia, The",GMB,-1,-1,-1,-1,1588572,1483.758347,-1,2008GMB
6366,2008,Georgia,GEO,-1,17.87000084,34.9,-1,4030000,6155.927428,38.5,2008GEO
6367,2008,Germany,DEU,80.16416931,-1,-1,-1,82110097,38028.77214,31.2,2008DEU
6368,2008,Ghana,GHA,-1,-1,-1,-1,23298640,2733.285353,-1,2008GHA
6369,2008,Gibraltar,GIB,-1,-1,-1,-1,32732,-1,-1,2008GIB
6370,2008,Greece,GRC,52.66653824,7.759699821,-1,-1,11077841,30856.01183,33.6,2008GRC
6371,2008,Greenland,GRL,-1,-1,-1,-1,56328,-1,-1,2008GRL
6372,2008,Grenada,GRD,-1,-1,-1,-1,103930,11640.87688,-1,2008GRD
6373,2008,Guam,GUM,-1,-1,-1,-1,159035,-1,-1,2008GUM
6374,2008,Guatemala,GTM,-1,-1,-1,-1,14006366,6515.045726,-1,2008GTM
6375,2008,Guinea,GIN,-1,-1,-1,-1,10323142,1524.956524,-1,2008GIN
6376,2008,Guinea-Bissau,GNB,-1,-1,-1,-1,1480841,1307.097078,-1,2008GNB
6377,2008,Guyana,GUY,-1,-1,-1,-1,746314,5211.157655,-1,2008GUY
6378,2008,Haiti,HTI,-1,-1,-1,-1,9705029,1526.169509,-1,2008HTI
6379,2008,Honduras,HND,-1,3.156399965,-1,-1,7872658,3923.597021,55.5,2008HND
6380,2008,"Hong Kong SAR, China",HKG,55.28693008,3.559999943,-1,-1,6957800,44800.17398,-1,2008HKG
6381,2008,Hungary,HUN,-1,7.816999912,12.4,-1,10038188,20678.67991,27.5,2008HUN
6382,2008,Iceland,ISL,-1,2.945600033,-1,-1,317414,42721.16286,31.8,2008ISL
6383,2008,India,IND,-1,-1,-1,-1,1197146906,3637.64307,-1,2008IND
6384,2008,Indonesia,IDN,26.20051003,7.208499908,-1,-1,236159276,7486.01947,35.1,2008IDN
6385,2008,"Iran, Islamic Rep.",IRN,39.13467026,10.47999954,-1,-1,72845542,16511.03298,-1,2008IRN
6386,2008,Iraq,IRQ,-1,-1,-1,-1,29111417,11736.73816,-1,2008IRQ
6387,2008,Ireland,IRL,-1,6.773600101,-1,-1,4489544,44280.69146,30.9,2008IRL
6388,2008,Isle of Man,IMN,-1,1.399999976,-1,-1,78534,-1,-1,2008IMN
6389,2008,Israel,ISR,-1,7.703999996,-1,-1,7308800,27399.44764,-1,2008ISR
6390,2008,Italy,ITA,43.99956131,6.723199844,-1,-1,58826731,35402.91685,33.8,2008ITA
6391,2008,Jamaica,JAM,-1,10.32999992,12.3,-1,2790122,8230.784445,-1,2008JAM
6392,2008,Japan,JPN,-1,4,-1,-1,128063000,34798.7659,32.1,2008JPN
6393,2008,Jordan,JOR,41.04938126,12.69999981,13.3,-1,6489822,9332.542462,32.6,2008JOR
6394,2008,Kazakhstan,KAZ,-1,-1,12.1,-1,15674000,18513.92541,28.5,2008KAZ
6395,2008,Kenya,KEN,-1,-1,-1,-1,39148416,2243.288394,-1,2008KEN
6396,2008,Kiribati,KIR,-1,-1,-1,-1,98440,1761.951972,-1,2008KIR
6397,2008,"Korea, Dem. People’s Rep.",PRK,-1,-1,-1,-1,24335146,-1,-1,2008PRK
6398,2008,"Korea, Rep.",KOR,-1,3.200000048,-1,-1,49054708,28655.98352,32.3,2008KOR
6399,2008,Kosovo,XKX,-1,47.5,-1,-1,1747383,7234.330229,-1,2008XKX
6400,2008,Kuwait,KWT,26.53351974,1.75,-1,-1,2652340,90011.78217,-1,2008KWT
6401,2008,Kyrgyz Republic,KGZ,-1,8.220000267,31.7,-1,5318700,2681.122187,31.5,2008KGZ
6402,2008,Lao PDR,LAO,-1,-1,-1,-1,6052190,3585.167178,-1,2008LAO
6403,2008,Latvia,LVA,82.15969086,7.738900185,26.4,-1,2177322,19432.17933,37.2,2008LVA
6404,2008,Lebanon,LBN,-1,-1,-1,-1,4111047,14023.26449,-1,2008LBN
6405,2008,Lesotho,LSO,13.80992985,35.45999908,-1,-1,1999930,2139.870679,-1,2008LSO
6406,2008,Liberia,LBR,-1,-1,-1,-1,3662993,1006.154722,-1,2008LBR
6407,2008,Libya,LBY,-1,-1,-1,-1,6053078,27843.12564,-1,2008LBY
6408,2008,Liechtenstein,LIE,-1,-1,-1,-1,35541,-1,-1,2008LIE
6409,2008,Lithuania,LTU,78.3504715,5.825900078,20.3,-1,3198231,20743.98803,35.7,2008LTU
6410,2008,Luxembourg,LUX,-1,5.060100079,-1,-1,488650,86693.89512,32.6,2008LUX
6411,2008,"Macao SAR, China",MAC,-1,3,-1,-1,514348,77584.70527,-1,2008MAC
6412,2008,Madagascar,MDG,-1,-1,-1,-1,19996469,1463.094812,-1,2008MDG
6413,2008,Malawi,MWI,-1,-1,-1,-1,14271234,910.9173989,-1,2008MWI
6414,2008,Malaysia,MYS,-1,3.339999914,3.8,-1,27111069,19873.17089,45.5,2008MYS
6415,2008,Maldives,MDV,-1,-1,-1,-1,345054,12243.32426,-1,2008MDV
6416,2008,Mali,MLI,-1,-1,-1,-1,14138216,1737.714752,-1,2008MLI
6417,2008,Malta,MLT,-1,5.97660017,-1,-1,409379,26193.01756,29,2008MLT
6418,2008,Marshall Islands,MHL,-1,-1,-1,-1,52218,3204.513387,-1,2008MHL
6419,2008,Mauritania,MRT,-1,-1,42,-1,3407541,3255.497599,35.7,2008MRT
6420,2008,Mauritius,MUS,-1,-1,-1,-1,1244121,14270.20454,-1,2008MUS
6421,2008,Mexico,MEX,30.34551048,3.87409997,44.4,-1,113661809,14551.04561,44.6,2008MEX
6422,2008,"Micronesia, Fed. Sts.",FSM,-1,-1,-1,-1,104478,3043.078983,-1,2008FSM
6423,2008,Moldova,MDA,74.19953918,3.980000019,26.4,-1,3570108,3723.402213,34.7,2008MDA
6424,2008,Monaco,MCO,-1,-1,-1,-1,35853,-1,-1,2008MCO
6425,2008,Mongolia,MNG,-1,5.564799786,-1,-1,2628131,7278.375529,-1,2008MNG
6426,2008,Montenegro,MNE,-1,17.14999962,-1,-1,616969,13816.52286,30.5,2008MNE
6427,2008,Morocco,MAR,-1,9.569999695,-1,-1,31596855,5866.564216,-1,2008MAR
6428,2008,Mozambique,MOZ,-1,-1,54.7,-1,22846758,823.7864484,45.6,2008MOZ
6429,2008,Myanmar,MMR,-1,-1,-1,-1,49479752,2989.784895,-1,2008MMR
6430,2008,Namibia,NAM,-1,-1,-1,-1,2106375,7884.762889,-1,2008NAM
6431,2008,Nauru,NRU,-1,-1,-1,-1,9947,5173.046055,-1,2008NRU
6432,2008,Nepal,NPL,-1,1.335500002,-1,-1,26475859,1777.233566,-1,2008NPL
6433,2008,Netherlands,NLD,66.22115326,2.750299931,-1,-1,16445593,45843.89223,29.3,2008NLD
6434,2008,New Caledonia,NCL,-1,-1,-1,-1,242750,-1,-1,2008NCL
6435,2008,New Zealand,NZL,-1,4.166999817,-1,-1,4259800,29860.37025,-1,2008NZL
6436,2008,Nicaragua,NIC,-1,6.199999809,-1,-1,5594506,3931.054301,-1,2008NIC
6437,2008,Niger,NER,-1,-1,-1,-1,15228525,784.1224604,-1,2008NER
6438,2008,Nigeria,NGA,-1,-1,-1,-1,150347390,4413.840495,-1,2008NGA
6439,2008,North Macedonia,MKD,-1,33.76129913,-1,-1,2067378,10417.65138,-1,2008MKD
6440,2008,Northern Mariana Islands,MNP,-1,-1,-1,-1,57431,-1,-1,2008MNP
6441,2008,Norway,NOR,74.92723846,2.549900055,-1,-1,4768212,61757.24557,27,2008NOR
6442,2008,Oman,OMN,41.46746826,4.141776562,-1,-1,2759014,43170.76341,-1,2008OMN
6443,2008,Pakistan,PAK,22.58324051,0.423099995,-1,-1,163644603,4104.907382,-1,2008PAK
6444,2008,Palau,PLW,-1,-1,-1,-1,20228,12303.75768,-1,2008PLW
6445,2008,Panama,PAN,-1,-1,33.8,-1,3516268,14518.60512,52.7,2008PAN
6446,2008,Papua New Guinea,PNG,-1,-1,-1,-1,6787187,2730.023437,-1,2008PNG
6447,2008,Paraguay,PRY,28.61776924,4.415200233,43.2,-1,6047117,8721.418217,50.7,2008PRY
6448,2008,Peru,PER,46.86590958,-1,37.3,-1,28641980,8956.515287,47.5,2008PER
6449,2008,Philippines,PHL,-1,3.719899893,-1,-1,90751864,5100.535756,-1,2008PHL
6450,2008,Poland,POL,78.83979034,7.117599964,17.1,-1,38125759,18310.44321,33.7,2008POL
6451,2008,Portugal,PRT,22.79751968,7.551700115,-1,-1,10558177,26631.56396,36.6,2008PRT
6452,2008,Puerto Rico,PRI,77.70968628,-1,-1,-1,3760866,33027.02531,-1,2008PRI
6453,2008,Qatar,QAT,50.82883835,0.310000002,-1,-1,1389342,115012.4503,-1,2008QAT
6454,2008,Romania,ROU,64.71768188,5.787499905,22.1,-1,20537875,16726.62759,36.4,2008ROU
6455,2008,Russian Federation,RUS,-1,6.204999924,13.4,-1,142742350,20163.58765,41.6,2008RUS
6456,2008,Rwanda,RWA,-1,-1,-1,-1,9708169,1216.297894,-1,2008RWA
6457,2008,Samoa,WSM,-1,-1,26.9,-1,183526,5502.633675,42,2008WSM
6458,2008,San Marino,SMR,-1,-1,-1,-1,30351,87503.95945,-1,2008SMR
6459,2008,Sao Tome and Principe,STP,-1,-1,-1,-1,166913,2431.922089,-1,2008STP
6460,2008,Saudi Arabia,SAU,-1,5.079999924,-1,-1,25940770,44841.92932,-1,2008SAU
6461,2008,Senegal,SEN,-1,-1,-1,-1,12203957,2619.976311,-1,2008SEN
6462,2008,Serbia,SRB,62.5454216,13.70479965,-1,-1,7350222,11921.79843,27.6,2008SRB
6463,2008,Seychelles,SYC,-1,-1,-1,-1,86956,19274.84812,-1,2008SYC
6464,2008,Sierra Leone,SLE,-1,-1,-1,-1,6165372,1110.918662,-1,2008SLE
6465,2008,Singapore,SGP,63.17277145,3.960000038,-1,-1,4839396,63447.48174,-1,2008SGP
6466,2008,Sint Maarten (Dutch part),SXM,-1,-1,-1,-1,33964,-1,-1,2008SXM
6467,2008,Slovak Republic,SVK,-1,9.507599831,11,-1,5379233,23691.64388,26,2008SVK
6468,2008,Slovenia,SVN,75.80001831,4.370600224,11.3,-1,2021316,29624.19018,23.7,2008SVN
6469,2008,Solomon Islands,SLB,-1,-1,-1,-1,504477,1848.299337,-1,2008SLB
6470,2008,Somalia,SOM,-1,-1,-1,-1,11369276,-1,-1,2008SOM
6471,2008,South Africa,ZAF,54.18270874,22.4326992,62.1,-1,50412129,11518.10832,63,2008ZAF
6472,2008,South Sudan,SSD,14.47331047,12.14999962,-1,-1,9263136,-1,-1,2008SSD
6473,2008,Spain,ESP,42.83237076,-1,-1,-1,45954106,33463.6541,34.2,2008ESP
6474,2008,Sri Lanka,LKA,-1,5.21999979,-1,-1,19945832,7419.359138,-1,2008LKA
6475,2008,St. Kitts and Nevis,KNA,-1,-1,-1,-1,50332,24146.40201,-1,2008KNA
6476,2008,St. Lucia,LCA,-1,12.72000027,-1,-1,169220,11655.17428,-1,2008LCA
6477,2008,St. Martin (French part),MAF,-1,-1,-1,-1,29376,-1,-1,2008MAF
6478,2008,St. Vincent and the Grenadines,VCT,-1,18.79000092,-1,-1,109165,10081.1108,-1,2008VCT
6479,2008,Sudan,SDN,-1,14.80000019,-1,-1,32955496,3187.310976,-1,2008SDN
6480,2008,Suriname,SUR,-1,-1,-1,-1,515148,12869.77541,-1,2008SUR
6481,2008,Sweden,SWE,76.27388,6.234799862,-1,-1,9219637,41853.69618,28.1,2008SWE
6482,2008,Switzerland,CHE,-1,-1,-1,-1,7647675,52584.73495,33.8,2008CHE
6483,2008,Syrian Arab Republic,SYR,21.35330963,10.92000008,-1,-1,20325443,-1,-1,2008SYR
6484,2008,Tajikistan,TJK,-1,-1,-1,-1,7309728,1911.427564,-1,2008TJK
6485,2008,Tanzania,TZA,-1,-1,-1,-1,43270144,1908.73738,-1,2008TZA
6486,2008,Thailand,THA,-1,1.179999948,20.4,-1,66545760,12255.21202,40.3,2008THA
6487,2008,Timor-Leste,TLS,-1,-1,-1,-1,1078110,9435.652723,-1,2008TLS
6488,2008,Togo,TGO,-1,-1,-1,-1,6161796,1110.404433,-1,2008TGO
6489,2008,Tonga,TON,-1,-1,-1,-1,103005,4568.495013,-1,2008TON
6490,2008,Trinidad and Tobago,TTO,57.02307129,4.630000114,-1,-1,1315372,30693.869,-1,2008TTO
6491,2008,Tunisia,TUN,-1,12.44349957,-1,-1,10407336,9609.707561,-1,2008TUN
6492,2008,Turkey,TUR,26.49287033,9.709899902,16.7,-1,70440032,16048.92248,39,2008TUR
6493,2008,Turkmenistan,TKM,-1,-1,-1,-1,4935762,8496.630693,-1,2008TKM
6494,2008,Turks and Caicos Islands,TCA,-1,8.300000191,-1,-1,29481,-1,-1,2008TCA
6495,2008,Tuvalu,TUV,-1,-1,-1,-1,10340,3143.265767,-1,2008TUV
6496,2008,Uganda,UGA,8.773889542,-1,-1,-1,31663896,1382.487,-1,2008UGA
6497,2008,Ukraine,UKR,-1,6.360000134,7.1,-1,46258200,8395.812545,26.6,2008UKR
6498,2008,United Arab Emirates,ARE,-1,-1,-1,-1,6894278,68508.70682,-1,2008ARE
6499,2008,United Kingdom,GBR,-1,5.614999771,-1,-1,61806995,36257.51245,34.1,2008GBR
6500,2008,United States,USA,86.61412811,5.784200191,-1,-1,304093966,48401.42734,-1,2008USA
6501,2008,Uruguay,URY,26.97723007,8.025500298,24.2,-1,3350824,14705.55175,45.1,2008URY
6502,2008,Uzbekistan,UZB,-1,-1,-1,-1,27302800,3632.740121,-1,2008UZB
6503,2008,Vanuatu,VUT,-1,-1,-1,-1,225340,2828.415927,-1,2008VUT
6504,2008,"Venezuela, RB",VEN,41.44366074,6.245100021,27.7,-1,28141701,17192.91545,-1,2008VEN
6505,2008,Vietnam,VNM,-1,-1,-1,-1,86707801,3852.182615,35.6,2008VNM
6506,2008,Virgin Islands (U.S.),VIR,-1,-1,-1,-1,108399,-1,-1,2008VIR
6507,2008,West Bank and Gaza,PSE,32.75967026,26.60320091,-1,-1,3596688,3470.017984,-1,2008PSE
6508,2008,"Yemen, Rep.",YEM,-1,14.97000027,-1,-1,22356391,4061.241117,-1,2008YEM
6509,2008,Zambia,ZMB,-1,7.929999828,-1,-1,13082517,2768.423449,-1,2008ZMB
6510,2008,Zimbabwe,ZWE,-1,-1,-1,-1,13558469,1293.881491,-1,2008ZWE
6511,2009,Afghanistan,AFG,-1,-1,-1,-1,28004331,1474.479477,-1,2009AFG
6512,2009,Albania,ALB,-1,13.67389965,-1,-1,2927519,8814.84716,-1,2009ALB
6513,2009,Algeria,DZA,-1,10.15999985,-1,-1,35465760,12242.17814,-1,2009DZA
6514,2009,American Samoa,ASM,-1,-1,-1,-1,56227,-1,-1,2009ASM
6515,2009,Andorra,AND,-1,-1,-1,-1,84462,-1,-1,2009AND
6516,2009,Angola,AGO,-1,-1,-1,-1,22549547,6081.32919,-1,2009AGO
6517,2009,Antigua and Barbuda,ATG,-1,-1,-1,-1,93581,20271.08622,-1,2009ATG
6518,2009,Argentina,ARG,-1,8.645299911,-1,-1,40799407,16618.12085,43.9,2009ARG
6519,2009,Armenia,ARM,-1,18.73999977,34.1,-1,2888584,6323.578336,28,2009ARM
6520,2009,Aruba,ABW,-1,-1,-1,-1,101453,34682.79012,-1,2009ABW
6521,2009,Australia,AUS,70.85574341,5.56069994,-1,-1,21691700,40234.41792,-1,2009AUS
