xyz,continent_code,continent,country,codecountry,year,suicides_no
2183,OC,Oceania,New Zealand,NZL,2002,467
2184,OC,Oceania,New Zealand,NZL,2003,519
2185,OC,Oceania,New Zealand,NZL,2004,495
2186,OC,Oceania,New Zealand,NZL,2005,514
2187,OC,Oceania,New Zealand,NZL,2006,527
2188,OC,Oceania,New Zealand,NZL,2007,494
2189,OC,Oceania,New Zealand,NZL,2008,520
2190,OC,Oceania,New Zealand,NZL,2009,512
2191,OC,Oceania,New Zealand,NZL,2010,536
2192,OC,Oceania,New Zealand,NZL,2011,493
2193,OC,Oceania,New Zealand,NZL,2012,549
2194,OC,Oceania,New Zealand,NZL,2013,513
2195,NA,North America,Nicaragua,NIC,1988,107
2196,NA,North America,Nicaragua,NIC,1989,106
2197,NA,North America,Nicaragua,NIC,1990,91
2198,NA,North America,Nicaragua,NIC,1991,109
2199,NA,North America,Nicaragua,NIC,1992,111
2200,NA,North America,Nicaragua,NIC,1993,123
2201,NA,North America,Nicaragua,NIC,1994,146
2202,NA,North America,Nicaragua,NIC,1996,230
2203,NA,North America,Nicaragua,NIC,1997,274
2204,NA,North America,Nicaragua,NIC,1998,301
2205,NA,North America,Nicaragua,NIC,1999,318
2206,NA,North America,Nicaragua,NIC,2000,363
2207,NA,North America,Nicaragua,NIC,2001,365
2208,NA,North America,Nicaragua,NIC,2002,362
2209,NA,North America,Nicaragua,NIC,2003,389
2210,NA,North America,Nicaragua,NIC,2004,393
2211,NA,North America,Nicaragua,NIC,2005,391
2212,NA,North America,Nicaragua,NIC,2006,319
2213,NA,North America,Nicaragua,NIC,2007,352
2214,NA,North America,Nicaragua,NIC,2008,384
2215,NA,North America,Nicaragua,NIC,2009,366
2216,NA,North America,Nicaragua,NIC,2010,351
2217,NA,North America,Nicaragua,NIC,2011,369
2218,NA,North America,Nicaragua,NIC,2012,316
2219,NA,North America,Nicaragua,NIC,2013,351
2220,NA,North America,Nicaragua,NIC,2014,311
2221,NA,North America,Nicaragua,NIC,2015,315
2222,EU,Europe,Norway,NOR,1986,579
2223,EU,Europe,Norway,NOR,1987,649
2224,EU,Europe,Norway,NOR,1988,708
2225,EU,Europe,Norway,NOR,1989,660
2226,EU,Europe,Norway,NOR,1990,659
2227,EU,Europe,Norway,NOR,1991,675
2228,EU,Europe,Norway,NOR,1992,616
2229,EU,Europe,Norway,NOR,1993,590
2230,EU,Europe,Norway,NOR,1994,531
2231,EU,Europe,Norway,NOR,1995,548
2232,EU,Europe,Norway,NOR,1996,517
2233,EU,Europe,Norway,NOR,1997,533
2234,EU,Europe,Norway,NOR,1998,548
2235,EU,Europe,Norway,NOR,1999,583
2236,EU,Europe,Norway,NOR,2000,541
2237,EU,Europe,Norway,NOR,2001,549
2238,EU,Europe,Norway,NOR,2002,494
2239,EU,Europe,Norway,NOR,2003,502
2240,EU,Europe,Norway,NOR,2004,529
2241,EU,Europe,Norway,NOR,2005,533
2242,EU,Europe,Norway,NOR,2006,532
2243,EU,Europe,Norway,NOR,2007,485
2244,EU,Europe,Norway,NOR,2008,505
2245,EU,Europe,Norway,NOR,2009,573
2246,EU,Europe,Norway,NOR,2010,548
2247,EU,Europe,Norway,NOR,2011,598
2248,EU,Europe,Norway,NOR,2012,515
2249,EU,Europe,Norway,NOR,2013,554
2250,EU,Europe,Norway,NOR,2014,548
2251,EU,Europe,Norway,NOR,2015,590
2261,AS,Asia,Oman,OMN,2009,13
2262,AS,Asia,Oman,OMN,2010,13
2263,AS,Asia,Oman,OMN,2014,7
2264,NA,North America,Panama,PAN,1979,30
2265,NA,North America,Panama,PAN,1980,38
2266,NA,North America,Panama,PAN,1981,37
2267,NA,North America,Panama,PAN,1982,35
2268,NA,North America,Panama,PAN,1983,39
2269,NA,North America,Panama,PAN,1984,29
2270,NA,North America,Panama,PAN,1985,56
2271,NA,North America,Panama,PAN,1986,82
2272,NA,North America,Panama,PAN,1987,85
2273,NA,North America,Panama,PAN,1988,87
2274,NA,North America,Panama,PAN,1989,70
2275,NA,North America,Panama,PAN,1996,113
2276,NA,North America,Panama,PAN,1997,145
2277,NA,North America,Panama,PAN,1998,148
2278,NA,North America,Panama,PAN,1999,143
2279,NA,North America,Panama,PAN,2000,143
2280,NA,North America,Panama,PAN,2001,162
2281,NA,North America,Panama,PAN,2002,160
2282,NA,North America,Panama,PAN,2003,195
2283,NA,North America,Panama,PAN,2004,186
2284,NA,North America,Panama,PAN,2005,172
2285,NA,North America,Panama,PAN,2006,185
2286,NA,North America,Panama,PAN,2007,171
2287,NA,North America,Panama,PAN,2008,186
2288,NA,North America,Panama,PAN,2009,177
2289,NA,North America,Panama,PAN,2010,151
2290,NA,North America,Panama,PAN,2011,144
2291,NA,North America,Panama,PAN,2012,135
2292,NA,North America,Panama,PAN,2013,130
2293,NA,North America,Panama,PAN,2014,147
2294,NA,North America,Panama,PAN,2015,110
2295,SA,South America,Paraguay,PRY,1979,41
2296,SA,South America,Paraguay,PRY,1980,52
2297,SA,South America,Paraguay,PRY,1981,43
2298,SA,South America,Paraguay,PRY,1982,50
2299,SA,South America,Paraguay,PRY,1983,60
2300,SA,South America,Paraguay,PRY,1984,53
2301,SA,South America,Paraguay,PRY,1985,63
2302,SA,South America,Paraguay,PRY,1986,56
2303,SA,South America,Paraguay,PRY,1987,62
2304,SA,South America,Paraguay,PRY,1989,67
2305,SA,South America,Paraguay,PRY,1990,99
2306,SA,South America,Paraguay,PRY,1991,75
2307,SA,South America,Paraguay,PRY,1994,108
2308,SA,South America,Paraguay,PRY,1995,118
2309,SA,South America,Paraguay,PRY,1996,99
2310,SA,South America,Paraguay,PRY,1997,126
2311,SA,South America,Paraguay,PRY,1998,138
2312,SA,South America,Paraguay,PRY,1999,161
2313,SA,South America,Paraguay,PRY,2000,154
2314,SA,South America,Paraguay,PRY,2001,152
2315,SA,South America,Paraguay,PRY,2002,177
2316,SA,South America,Paraguay,PRY,2003,174
2317,SA,South America,Paraguay,PRY,2004,234
2318,SA,South America,Paraguay,PRY,2005,239
2319,SA,South America,Paraguay,PRY,2006,251
2320,SA,South America,Paraguay,PRY,2007,227
2321,SA,South America,Paraguay,PRY,2008,222
2322,SA,South America,Paraguay,PRY,2009,283
2323,SA,South America,Paraguay,PRY,2010,223
2324,SA,South America,Paraguay,PRY,2011,298
2325,SA,South America,Paraguay,PRY,2012,275
2326,SA,South America,Paraguay,PRY,2013,323
2327,SA,South America,Paraguay,PRY,2014,379
2328,SA,South America,Peru,PER,1983,96
2329,SA,South America,Peru,PER,1986,145
2330,SA,South America,Peru,PER,1987,126
2331,SA,South America,Peru,PER,1988,110
2332,SA,South America,Peru,PER,1989,103
2333,SA,South America,Peru,PER,1990,86
2334,SA,South America,Peru,PER,1991,73
2335,SA,South America,Peru,PER,1992,193
2336,SA,South America,Peru,PER,1994,310
2337,SA,South America,Peru,PER,1995,364
2338,SA,South America,Peru,PER,1996,377
2339,SA,South America,Peru,PER,1997,286
2340,SA,South America,Peru,PER,1998,320
2341,SA,South America,Peru,PER,1999,240
2342,SA,South America,Peru,PER,2000,227
2343,SA,South America,Peru,PER,2001,224
2344,SA,South America,Peru,PER,2002,250
2345,SA,South America,Peru,PER,2003,235
2346,SA,South America,Peru,PER,2004,219
2347,SA,South America,Peru,PER,2005,198
2348,SA,South America,Peru,PER,2006,229
2349,SA,South America,Peru,PER,2007,407
2350,SA,South America,Peru,PER,2008,403
2351,SA,South America,Peru,PER,2009,150
2352,SA,South America,Peru,PER,2010,261
2353,SA,South America,Peru,PER,2011,478
2354,SA,South America,Peru,PER,2012,591
2355,SA,South America,Peru,PER,2013,344
2356,SA,South America,Peru,PER,2014,402
2357,SA,South America,Peru,PER,2015,264
2358,AS,Asia,Philippines,PHL,1992,347
2359,AS,Asia,Philippines,PHL,1993,846
2360,AS,Asia,Philippines,PHL,1997,814
2361,AS,Asia,Philippines,PHL,1998,883
2362,AS,Asia,Philippines,PHL,1999,1043
2363,AS,Asia,Philippines,PHL,2000,1403
2364,AS,Asia,Philippines,PHL,2001,1204
2365,AS,Asia,Philippines,PHL,2002,1301
2366,AS,Asia,Philippines,PHL,2003,1544
2367,AS,Asia,Philippines,PHL,2006,1788
2368,AS,Asia,Philippines,PHL,2007,1698
2369,AS,Asia,Philippines,PHL,2008,1820
2370,AS,Asia,Philippines,PHL,2009,2074
2371,AS,Asia,Philippines,PHL,2010,2116
2372,AS,Asia,Philippines,PHL,2011,2449
2373,EU,Europe,Poland,POL,1983,4535
2374,EU,Europe,Poland,POL,1984,5167
2375,EU,Europe,Poland,POL,1985,4945
2376,EU,Europe,Poland,POL,1986,4866
2377,EU,Europe,Poland,POL,1987,5012
2378,EU,Europe,Poland,POL,1988,4632
2379,EU,Europe,Poland,POL,1989,4307
2380,EU,Europe,Poland,POL,1990,4970
2381,EU,Europe,Poland,POL,1991,5316
2382,EU,Europe,Poland,POL,1992,5713
2383,EU,Europe,Poland,POL,1993,5624
2384,EU,Europe,Poland,POL,1994,5519
2385,EU,Europe,Poland,POL,1995,5499
2386,EU,Europe,Poland,POL,1996,5446
2387,EU,Europe,Poland,POL,1999,5779
2388,EU,Europe,Poland,POL,2000,5841
2389,EU,Europe,Poland,POL,2001,5855
2390,EU,Europe,Poland,POL,2002,5925
2391,EU,Europe,Poland,POL,2003,5836
2392,EU,Europe,Poland,POL,2004,6072
2393,EU,Europe,Poland,POL,2005,6045
2394,EU,Europe,Poland,POL,2006,5805
2395,EU,Europe,Poland,POL,2007,5284
2396,EU,Europe,Poland,POL,2008,5682
2397,EU,Europe,Poland,POL,2009,6477
2398,EU,Europe,Poland,POL,2010,6357
2399,EU,Europe,Poland,POL,2011,6113
2400,EU,Europe,Poland,POL,2012,6368
2401,EU,Europe,Poland,POL,2013,6218
2402,EU,Europe,Poland,POL,2014,5934
2403,EU,Europe,Poland,POL,2015,5420
2404,EU,Europe,Portugal,PRT,1980,729
2405,EU,Europe,Portugal,PRT,1981,781
2406,EU,Europe,Portugal,PRT,1982,833
2407,EU,Europe,Portugal,PRT,1983,977
2408,EU,Europe,Portugal,PRT,1984,1032
2409,EU,Europe,Portugal,PRT,1985,983
2410,EU,Europe,Portugal,PRT,1986,941
2411,EU,Europe,Portugal,PRT,1987,960
2412,EU,Europe,Portugal,PRT,1988,819
2413,EU,Europe,Portugal,PRT,1989,747
2414,EU,Europe,Portugal,PRT,1990,870
2415,EU,Europe,Portugal,PRT,1991,942
2416,EU,Europe,Portugal,PRT,1992,866
2417,EU,Europe,Portugal,PRT,1993,780
2418,EU,Europe,Portugal,PRT,1994,762
2419,EU,Europe,Portugal,PRT,1995,809
2420,EU,Europe,Portugal,PRT,1996,653
2421,EU,Europe,Portugal,PRT,1997,628
2422,EU,Europe,Portugal,PRT,1998,556
2423,EU,Europe,Portugal,PRT,1999,545
2424,EU,Europe,Portugal,PRT,2000,524
2425,EU,Europe,Portugal,PRT,2001,761
2426,EU,Europe,Portugal,PRT,2002,1210
2427,EU,Europe,Portugal,PRT,2003,1156
2428,EU,Europe,Portugal,PRT,2007,1020
2429,EU,Europe,Portugal,PRT,2008,1038
2430,EU,Europe,Portugal,PRT,2009,1025
2431,EU,Europe,Portugal,PRT,2010,1099
2432,EU,Europe,Portugal,PRT,2011,1017
2433,EU,Europe,Portugal,PRT,2012,1076
2434,EU,Europe,Portugal,PRT,2013,1052
2435,EU,Europe,Portugal,PRT,2014,1222
2436,NA,North America,Puerto Rico,PRI,1979,274
2437,NA,North America,Puerto Rico,PRI,1980,292
2438,NA,North America,Puerto Rico,PRI,1981,302
2439,NA,North America,Puerto Rico,PRI,1982,300
2440,NA,North America,Puerto Rico,PRI,1983,328
2441,NA,North America,Puerto Rico,PRI,1984,299
2442,NA,North America,Puerto Rico,PRI,1985,269
2443,NA,North America,Puerto Rico,PRI,1986,310
2444,NA,North America,Puerto Rico,PRI,1987,272
2445,NA,North America,Puerto Rico,PRI,1988,314
2446,NA,North America,Puerto Rico,PRI,1989,327
2447,NA,North America,Puerto Rico,PRI,1990,371
2448,NA,North America,Puerto Rico,PRI,1991,355
2449,NA,North America,Puerto Rico,PRI,1992,314
2450,NA,North America,Puerto Rico,PRI,1993,345
2451,NA,North America,Puerto Rico,PRI,1994,355
2452,NA,North America,Puerto Rico,PRI,1995,289
2453,NA,North America,Puerto Rico,PRI,1996,331
2454,NA,North America,Puerto Rico,PRI,1997,273
2455,NA,North America,Puerto Rico,PRI,1998,321
2456,NA,North America,Puerto Rico,PRI,1999,289
2457,NA,North America,Puerto Rico,PRI,2000,305
2458,NA,North America,Puerto Rico,PRI,2001,289
2459,NA,North America,Puerto Rico,PRI,2002,239
2460,NA,North America,Puerto Rico,PRI,2003,262
2461,NA,North America,Puerto Rico,PRI,2004,279
2462,NA,North America,Puerto Rico,PRI,2005,289
2463,NA,North America,Puerto Rico,PRI,2006,265
2464,NA,North America,Puerto Rico,PRI,2007,271
2465,NA,North America,Puerto Rico,PRI,2008,300
2466,NA,North America,Puerto Rico,PRI,2009,330
2467,NA,North America,Puerto Rico,PRI,2010,286
2468,NA,North America,Puerto Rico,PRI,2011,258
2469,NA,North America,Puerto Rico,PRI,2012,248
2470,NA,North America,Puerto Rico,PRI,2013,241
2471,NA,North America,Puerto Rico,PRI,2014,220
2472,NA,North America,Puerto Rico,PRI,2015,226
2473,AS,Asia,Qatar,QAT,1995,0
2474,AS,Asia,Qatar,QAT,2001,23
2475,AS,Asia,Qatar,QAT,2004,21
2476,AS,Asia,Qatar,QAT,2005,17
2477,AS,Asia,Qatar,QAT,2006,29
2478,AS,Asia,Qatar,QAT,2007,41
2479,AS,Asia,Qatar,QAT,2008,33
2480,AS,Asia,Qatar,QAT,2009,44
2481,AS,Asia,Qatar,QAT,2010,47
2482,AS,Asia,Qatar,QAT,2011,50
2483,AS,Asia,Qatar,QAT,2012,43
2484,AS,Asia,Qatar,QAT,2013,37
2485,AS,Asia,Qatar,QAT,2014,55
2486,AS,Asia,Qatar,QAT,2015,66
2487,AS,Asia,Qatar,QAT,2016,70
2488,AS,Asia,"Korea, Rep.",KOR,1985,3689
2489,AS,Asia,"Korea, Rep.",KOR,1986,3458
2490,AS,Asia,"Korea, Rep.",KOR,1987,3301
2491,AS,Asia,"Korea, Rep.",KOR,1988,2949
2492,AS,Asia,"Korea, Rep.",KOR,1989,3023
2493,AS,Asia,"Korea, Rep.",KOR,1990,3159
2494,AS,Asia,"Korea, Rep.",KOR,1991,3069
2495,AS,Asia,"Korea, Rep.",KOR,1992,3533
2496,AS,Asia,"Korea, Rep.",KOR,1993,4124
2497,AS,Asia,"Korea, Rep.",KOR,1994,4212
2498,AS,Asia,"Korea, Rep.",KOR,1995,4841
2499,AS,Asia,"Korea, Rep.",KOR,1996,5857
2500,AS,Asia,"Korea, Rep.",KOR,1997,6024
2501,AS,Asia,"Korea, Rep.",KOR,1998,8569
2502,AS,Asia,"Korea, Rep.",KOR,1999,7075
2503,AS,Asia,"Korea, Rep.",KOR,2000,6444
2504,AS,Asia,"Korea, Rep.",KOR,2001,6911
2505,AS,Asia,"Korea, Rep.",KOR,2002,8611
2506,AS,Asia,"Korea, Rep.",KOR,2003,10898
2507,AS,Asia,"Korea, Rep.",KOR,2004,11492
2508,AS,Asia,"Korea, Rep.",KOR,2005,12011
2509,AS,Asia,"Korea, Rep.",KOR,2006,10653
2510,AS,Asia,"Korea, Rep.",KOR,2007,12174
2511,AS,Asia,"Korea, Rep.",KOR,2008,12858
2512,AS,Asia,"Korea, Rep.",KOR,2009,15402
2513,AS,Asia,"Korea, Rep.",KOR,2010,15558
2514,AS,Asia,"Korea, Rep.",KOR,2011,15906
2515,AS,Asia,"Korea, Rep.",KOR,2012,14159
2516,AS,Asia,"Korea, Rep.",KOR,2013,14426
2517,AS,Asia,"Korea, Rep.",KOR,2014,13834
2518,AS,Asia,"Korea, Rep.",KOR,2015,13510
2519,EU,Europe,Moldova,MDA,1981,800
2520,EU,Europe,Moldova,MDA,1982,831
2521,EU,Europe,Moldova,MDA,1985,854
2522,EU,Europe,Moldova,MDA,1986,782
2523,EU,Europe,Moldova,MDA,1987,717
2524,EU,Europe,Moldova,MDA,1988,718
2525,EU,Europe,Moldova,MDA,1989,738
2526,EU,Europe,Moldova,MDA,1990,646
2527,EU,Europe,Moldova,MDA,1991,723
2528,EU,Europe,Moldova,MDA,1992,687
2529,EU,Europe,Moldova,MDA,1993,728
2530,EU,Europe,Moldova,MDA,1994,784
2531,EU,Europe,Moldova,MDA,1995,802
2532,EU,Europe,Moldova,MDA,1996,777
2533,EU,Europe,Moldova,MDA,1997,626
2534,EU,Europe,Moldova,MDA,1998,575
2535,EU,Europe,Moldova,MDA,1999,578
2536,EU,Europe,Moldova,MDA,2000,544
2537,EU,Europe,Moldova,MDA,2001,622
2538,EU,Europe,Moldova,MDA,2002,583
2539,EU,Europe,Moldova,MDA,2003,620
2540,EU,Europe,Moldova,MDA,2004,603
2541,EU,Europe,Moldova,MDA,2005,631
2542,EU,Europe,Moldova,MDA,2006,637
2543,EU,Europe,Moldova,MDA,2007,562
2544,EU,Europe,Moldova,MDA,2008,620
2545,EU,Europe,Moldova,MDA,2009,651
2546,EU,Europe,Moldova,MDA,2010,676
2547,EU,Europe,Moldova,MDA,2011,502
2548,EU,Europe,Moldova,MDA,2012,571
2549,EU,Europe,Moldova,MDA,2013,576
2550,EU,Europe,Moldova,MDA,2014,581
2551,EU,Europe,Moldova,MDA,2015,556
2552,EU,Europe,Moldova,MDA,2016,546
2582,EU,Europe,Romania,ROU,1989,2529
2583,EU,Europe,Romania,ROU,1990,2079
2584,EU,Europe,Romania,ROU,1991,2161
2585,EU,Europe,Romania,ROU,1992,2650
2586,EU,Europe,Romania,ROU,1993,2774
2587,EU,Europe,Romania,ROU,1994,2887
2588,EU,Europe,Romania,ROU,1995,2793
2589,EU,Europe,Romania,ROU,1996,2828
2590,EU,Europe,Romania,ROU,1997,2859
2591,EU,Europe,Romania,ROU,1998,2838
2592,EU,Europe,Romania,ROU,1999,2736
2593,EU,Europe,Romania,ROU,2000,2836
2594,EU,Europe,Romania,ROU,2001,2720
2595,EU,Europe,Romania,ROU,2002,3067
2596,EU,Europe,Romania,ROU,2003,2894
2597,EU,Europe,Romania,ROU,2004,2720
2598,EU,Europe,Romania,ROU,2005,2603
2599,EU,Europe,Romania,ROU,2006,2721
2600,EU,Europe,Romania,ROU,2007,2430
2601,EU,Europe,Romania,ROU,2008,2472
2602,EU,Europe,Romania,ROU,2009,2586
2603,EU,Europe,Romania,ROU,2010,2766
2604,EU,Europe,Romania,ROU,2011,2536
2605,EU,Europe,Romania,ROU,2012,2495
2606,EU,Europe,Romania,ROU,2013,2407
2607,EU,Europe,Romania,ROU,2014,2209
2608,EU,Europe,Romania,ROU,2015,2228
2609,EU,Europe,Romania,ROU,2016,1969
2610,EU,Europe,Russian Federation,RUS,1980,47877
2611,EU,Europe,Russian Federation,RUS,1981,47557
2612,EU,Europe,Russian Federation,RUS,1982,48663
2613,EU,Europe,Russian Federation,RUS,1985,44517
2614,EU,Europe,Russian Federation,RUS,1986,33229
2615,EU,Europe,Russian Federation,RUS,1987,33842
2616,EU,Europe,Russian Federation,RUS,1988,35565
2617,EU,Europe,Russian Federation,RUS,1989,37921
2618,EU,Europe,Russian Federation,RUS,1990,39028
2619,EU,Europe,Russian Federation,RUS,1991,39281
2620,EU,Europe,Russian Federation,RUS,1992,45923
2621,EU,Europe,Russian Federation,RUS,1993,55846
2622,EU,Europe,Russian Federation,RUS,1994,61420
2623,EU,Europe,Russian Federation,RUS,1995,60548
2624,EU,Europe,Russian Federation,RUS,1996,57511
2625,EU,Europe,Russian Federation,RUS,1997,54746
2626,EU,Europe,Russian Federation,RUS,1998,51518
2627,EU,Europe,Russian Federation,RUS,1999,56974
2628,EU,Europe,Russian Federation,RUS,2000,56619
2629,EU,Europe,Russian Federation,RUS,2001,56958
2630,EU,Europe,Russian Federation,RUS,2002,55024
2631,EU,Europe,Russian Federation,RUS,2003,51445
2632,EU,Europe,Russian Federation,RUS,2004,49096
2633,EU,Europe,Russian Federation,RUS,2005,45802
2634,EU,Europe,Russian Federation,RUS,2006,42614
2635,EU,Europe,Russian Federation,RUS,2007,41149
2636,EU,Europe,Russian Federation,RUS,2008,38211
2637,EU,Europe,Russian Federation,RUS,2009,37408
2638,EU,Europe,Russian Federation,RUS,2010,33356
2639,EU,Europe,Russian Federation,RUS,2011,31038
2640,EU,Europe,Russian Federation,RUS,2012,29643
2641,EU,Europe,Russian Federation,RUS,2013,28690
2642,EU,Europe,Russian Federation,RUS,2014,26541
2643,EU,Europe,Russian Federation,RUS,2015,25432
2644,NA,North America,St. Kitts and Nevis,KNA,1986,1
2645,NA,North America,St. Kitts and Nevis,KNA,1987,0
2646,NA,North America,St. Kitts and Nevis,KNA,1988,1
2647,NA,North America,St. Kitts and Nevis,KNA,1989,3
2648,NA,North America,St. Kitts and Nevis,KNA,1990,0
2649,NA,North America,St. Kitts and Nevis,KNA,1991,0
2650,NA,North America,St. Kitts and Nevis,KNA,1992,0
2651,NA,North America,St. Kitts and Nevis,KNA,1993,0
2652,NA,North America,St. Kitts and Nevis,KNA,1994,0
2653,NA,North America,St. Kitts and Nevis,KNA,1995,0
2654,NA,North America,St. Kitts and Nevis,KNA,1996,5
2655,NA,North America,St. Kitts and Nevis,KNA,1997,1
2656,NA,North America,St. Kitts and Nevis,KNA,1998,1
2657,NA,North America,St. Kitts and Nevis,KNA,1999,1
2658,NA,North America,St. Kitts and Nevis,KNA,2000,1
2659,NA,North America,St. Kitts and Nevis,KNA,2001,1
2660,NA,North America,St. Kitts and Nevis,KNA,2002,1
2661,NA,North America,St. Kitts and Nevis,KNA,2003,0
2662,NA,North America,St. Kitts and Nevis,KNA,2004,1
2663,NA,North America,St. Kitts and Nevis,KNA,2005,1
2664,NA,North America,St. Kitts and Nevis,KNA,2006,0
2665,NA,North America,St. Kitts and Nevis,KNA,2007,1
2666,NA,North America,St. Kitts and Nevis,KNA,2008,0
2667,NA,North America,St. Kitts and Nevis,KNA,2009,1
2668,NA,North America,St. Kitts and Nevis,KNA,2010,2
2669,NA,North America,St. Kitts and Nevis,KNA,2011,1
2670,NA,North America,St. Kitts and Nevis,KNA,2012,2
2671,NA,North America,St. Kitts and Nevis,KNA,2014,0
2672,NA,North America,St. Kitts and Nevis,KNA,2015,0
2673,NA,North America,St. Lucia,LCA,1979,1
2674,NA,North America,St. Lucia,LCA,1980,3
2675,NA,North America,St. Lucia,LCA,1981,1
2676,NA,North America,St. Lucia,LCA,1983,9
2677,NA,North America,St. Lucia,LCA,1986,5
2678,NA,North America,St. Lucia,LCA,1987,11
2679,NA,North America,St. Lucia,LCA,1988,10
2680,NA,North America,St. Lucia,LCA,1989,8
2681,NA,North America,St. Lucia,LCA,1990,3
2682,NA,North America,St. Lucia,LCA,1991,6
2683,NA,North America,St. Lucia,LCA,1992,11
2684,NA,North America,St. Lucia,LCA,1993,8
2685,NA,North America,St. Lucia,LCA,1994,6
2686,NA,North America,St. Lucia,LCA,1995,10
2687,NA,North America,St. Lucia,LCA,1996,7
2688,NA,North America,St. Lucia,LCA,1997,9
2689,NA,North America,St. Lucia,LCA,1998,8
2690,NA,North America,St. Lucia,LCA,1999,8
2691,NA,North America,St. Lucia,LCA,2000,14
2692,NA,North America,St. Lucia,LCA,2001,7
2693,NA,North America,St. Lucia,LCA,2002,12
2694,NA,North America,St. Lucia,LCA,2003,10
2695,NA,North America,St. Lucia,LCA,2004,8
2696,NA,North America,St. Lucia,LCA,2005,4
2697,NA,North America,St. Lucia,LCA,2006,2
2698,NA,North America,St. Lucia,LCA,2008,0
2699,NA,North America,St. Lucia,LCA,2009,13
2700,NA,North America,St. Lucia,LCA,2010,4
2701,NA,North America,St. Lucia,LCA,2011,8
2702,NA,North America,St. Lucia,LCA,2012,10
2703,NA,North America,St. Lucia,LCA,2013,14
2704,NA,North America,St. Lucia,LCA,2014,14
2710,NA,North America,St. Vincent and the Grenadines,VCT,1982,0
2711,NA,North America,St. Vincent and the Grenadines,VCT,1983,0
2712,NA,North America,St. Vincent and the Grenadines,VCT,1984,0
2713,NA,North America,St. Vincent and the Grenadines,VCT,1985,2
2714,NA,North America,St. Vincent and the Grenadines,VCT,1986,0
2715,NA,North America,St. Vincent and the Grenadines,VCT,1987,0
2716,NA,North America,St. Vincent and the Grenadines,VCT,1990,5
2717,NA,North America,St. Vincent and the Grenadines,VCT,1995,7
2718,NA,North America,St. Vincent and the Grenadines,VCT,1996,8
2719,NA,North America,St. Vincent and the Grenadines,VCT,1997,3
2720,NA,North America,St. Vincent and the Grenadines,VCT,1998,10
2721,NA,North America,St. Vincent and the Grenadines,VCT,1999,6
2722,NA,North America,St. Vincent and the Grenadines,VCT,2000,5
2723,NA,North America,St. Vincent and the Grenadines,VCT,2001,8
2724,NA,North America,St. Vincent and the Grenadines,VCT,2002,7
2725,NA,North America,St. Vincent and the Grenadines,VCT,2003,4
2726,NA,North America,St. Vincent and the Grenadines,VCT,2004,4
2727,NA,North America,St. Vincent and the Grenadines,VCT,2005,8
2728,NA,North America,St. Vincent and the Grenadines,VCT,2006,6
2729,NA,North America,St. Vincent and the Grenadines,VCT,2007,11
2730,NA,North America,St. Vincent and the Grenadines,VCT,2008,4
2731,NA,North America,St. Vincent and the Grenadines,VCT,2009,1
2732,NA,North America,St. Vincent and the Grenadines,VCT,2010,5
2733,NA,North America,St. Vincent and the Grenadines,VCT,2011,5
2734,NA,North America,St. Vincent and the Grenadines,VCT,2012,10
2735,NA,North America,St. Vincent and the Grenadines,VCT,2013,0
2736,NA,North America,St. Vincent and the Grenadines,VCT,2014,2
2737,NA,North America,St. Vincent and the Grenadines,VCT,2015,3
2738,EU,Europe,San Marino,SMR,1995,3
2739,EU,Europe,San Marino,SMR,1996,2
2740,EU,Europe,San Marino,SMR,1997,8
2741,EU,Europe,San Marino,SMR,1998,4
2742,EU,Europe,San Marino,SMR,1999,2
2743,EU,Europe,San Marino,SMR,2000,1
2744,EU,Europe,San Marino,SMR,2002,5
2745,EU,Europe,San Marino,SMR,2005,1
2746,AF,Africa,Sao Tome and Principe,STP,1984,1
2747,AF,Africa,Sao Tome and Principe,STP,1985,2
2748,AF,Africa,Sao Tome and Principe,STP,1987,1
2749,AS,Asia,Saudi Arabia,SAU,2009,59
2750,AS,Asia,Saudi Arabia,SAU,2012,76
2751,EU,Europe,Serbia,SRB,1998,1460
2752,EU,Europe,Serbia,SRB,1999,1571
2753,EU,Europe,Serbia,SRB,2000,1543
2754,EU,Europe,Serbia,SRB,2001,1442
2755,EU,Europe,Serbia,SRB,2002,1446
2756,EU,Europe,Serbia,SRB,2003,1378
2757,EU,Europe,Serbia,SRB,2004,1345
2758,EU,Europe,Serbia,SRB,2005,1437
2759,EU,Europe,Serbia,SRB,2006,1443
2760,EU,Europe,Serbia,SRB,2007,1353
2761,EU,Europe,Serbia,SRB,2008,1289
2762,EU,Europe,Serbia,SRB,2009,1373
2763,EU,Europe,Serbia,SRB,2010,1207
2764,EU,Europe,Serbia,SRB,2011,1256
2765,EU,Europe,Serbia,SRB,2012,1243
2766,EU,Europe,Serbia,SRB,2013,1197
2767,EU,Europe,Serbia,SRB,2014,1134
2768,EU,Europe,Serbia,SRB,2015,1062
2769,AF,Africa,Seychelles,SYC,1985,8
2770,AF,Africa,Seychelles,SYC,1986,1
2771,AF,Africa,Seychelles,SYC,1987,3
2772,AF,Africa,Seychelles,SYC,2001,6
2773,AF,Africa,Seychelles,SYC,2002,5
2774,AF,Africa,Seychelles,SYC,2003,8
2775,AF,Africa,Seychelles,SYC,2004,6
2776,AF,Africa,Seychelles,SYC,2005,5
2777,AF,Africa,Seychelles,SYC,2006,8
2778,AF,Africa,Seychelles,SYC,2007,6
